,AW,D,MP,BP,AMP,ABP,S,H,HF,HV,Cs,Cm,K,TE,D.1,MV,H2,H1,M1,M2,M3,VEC,P,Eea,I1,I2,I3,C,R,Rm,Rc,A1,A2,A3,SGN,NCS,NMA,AN,SEN,∆AW,∆D,∆MP,∆BP,∆AMP,∆ABP,∆S,∆H,∆HF,∆HV,∆Cs,∆Cm,∆K,∆TE,∆D.1,∆MV,∆H2,∆H1,∆M1,∆M2,∆M3,∆VEC,∆P,∆Eea,∆I1,∆I2,∆I3,∆C,∆R,∆Rm,∆Rc,∆A1,∆A2,∆A3,∆SGN,∆NCS,∆NMA,∆AN,∆SEN,T_ex,Ra_ex,M_Co,Cn_Co,E corr (V)
179,25.409624486000002,1.926688,648.3937999999999,1175.9640000000002,921.4058000000001,1448.964,32.584320000000005,4.983708,8.811,138.088,998.2360000000001,24.784736340544,163.0908,2.47936e-05,1.7486440000000003,1.3621302e-05,261.88399999999996,2.529,47.66,18.472,48.372,2.068,1.33576,2.55,731.3804000000001,1478.5452,7337.4932,23690480.0,4.944399999999104e-08,143.38400000000001,139.412,327.17284,327.17284,515.0648800000001,195.952,0.14688800000000002,0.0019357999999999997,12.472,8.22,36.70628228427192,0.734978854656,2487.0026835600006,119573.794704,2485.8458283600007,119573.79470399999,2.7459005376000007,0.021067214736000005,0.34512899999999996,1567.2082560000001,9492.892304,0.025485767766271213,452.72811536,7.949990399999999e-13,0.583884957264,1.4673719817960004e-12,488.41454400000003,0.051909,85.5844,58.649215999999996,199.145616,0.071376,0.007278822399999999,101.8725,2070.7634958400004,8872.855596959998,1721163.7079937598,15746694969600.0,9.678846864000104e-15,42.33254399999999,28.714256,1744.9225459344002,1744.9225459344002,1335.0314609856007,55.965696,0.7170768594560001,5.0543448359999986e-05,6.9932159999999985,2.0516,0,0.0,0,0.619990257295957,-1.421
588,25.21151220155,1.9282306,655.8802159999999,1220.1671999999999,928.8940609999999,1493.1672,32.365584000000005,4.964685600000001,8.90955,142.8955,998.9437,24.779537056151202,164.25105,2.466424e-05,1.7407783,1.353245055e-05,259.2155,2.561325,48.6758,19.1512,49.371,2.1073,1.3407700000000002,3.58275,725.3101400000002,1484.48505,7229.448379999999,23959130.0,6.049659999999111e-08,142.88389999999998,139.139,334.14500799999996,334.14500799999996,515.3359960000001,196.87779999999998,0.23785250000000002,0.0027184699999999997,12.3778,8.1375,24.070802810788337,0.6531220560236399,4484.316579313344,166311.13984416,4483.86350599828,166311.13984416,2.1646147189440006,0.02004754995264001,0.5407437974999999,2171.17557975,7252.1965303100005,0.042714871650965734,735.6619088975001,5.689912224000002e-13,0.4462595349491101,1.8326872688796983e-12,250.28805975,0.142382994375,137.18829436,129.61213856,334.537359,0.11878671000000002,0.008227407100000002,139.4307774375,2242.433301180401,10829.050511497499,2197005.272085375,24095510243100.0,2.7600039388440294e-14,59.99282079,33.190679,4184.723821299936,4184.723821299936,2685.2638430679845,78.81406716000001,1.9954747687437502,6.928353785909998e-05,4.47706716,1.0685937500000002,0,0.0,0,0.619990257295957,-1.412
870,26.775260765599995,1.9606687999999997,663.440353,1129.9076000000002,936.443368,1402.9076,33.14885300000001,5.0426587,8.749734999999998,132.1999,990.7188,24.9018856662104,155.51667999999998,2.465306e-05,1.7828590000000002,1.3916177899999999e-05,267.08,2.572326,46.1299,18.6095,47.9522,2.0343,1.317591,0.56488,738.73044,1452.6804300000001,7523.045,22335072.0,7.087689999999064e-08,146.2378,141.39000000000001,325.879441,325.879441,524.861688,194.2162,255.020479,0.038150652,13.032499999999999,8.263499999999999,171.52184920434078,1.12031293710656,14415.758971325393,84580.09526223998,14414.288635056577,84580.09526224001,9.333267974390997,0.10439039021430994,0.3083836797750001,880.55253999,18455.140326560002,0.9180131245095429,556.1654677776,3.9649826363999995e-12,0.887881536119,1.41721946590159e-12,1860.4016,0.21026182972399998,64.58042599000001,111.68600975000001,295.34431515999995,0.05192351,0.0029537267189999987,21.7053585856,878.4681014063998,2797.7583340150995,963128.946425,12188527194816.0,3.3093783146390516e-14,87.56065116,47.6019,3121.8006013175186,3121.8006013175186,1332.5819761306557,4.925857559999999,12420166.263043525,0.27565319453365494,28.60444375,2.1910677499999998,420,10.0,2,0.0,-1.56
309,24.764495659999998,1.82398,658.94,1104.565,931.9399999999999,1377.565,32.659949999999995,4.99803,8.7675,129.38,1011.8849999999999,24.81396334614,157.7155,2.47535e-05,1.6494900000000001,1.3884557500000001e-05,259.04,2.5524999999999998,46.125,18.545,47.295,2.03,1.3136,0.0,737.394,1451.5745,7665.4295,22664300.0,6.733999999999015e-08,145.23999999999998,140.97,329.49465,329.49465,526.63255,194.345,0.261555,0.000223,12.195,8.075,13.8646145090302,0.4854447996,5248.3164,13930.475775,5248.3164,13930.475775,0.006632497500000034,5.909999999998697e-08,0.29919375,125.0556,4324.361775,0.034326107184446,342.71040975000005,1.4198775000000007e-13,0.2816403999,6.493652429437502e-13,60.5184,0.18099374999999998,83.109375,156.747975,345.86797499999994,0.0591,0.00085104,0.0,6.148764000000055,50.218599749999925,297162.69117975,7400271510000.0,3.577228440000046e-14,3.7824,0.0591,4805.6204048775,4805.6204048775,2024.5566219974994,7.815975,2.588848446975,9.934710000000001e-07,2.496975,0.36937499999999995,0,0.0,0,0.619990257295957,-1.603
365,26.648874199999998,1.9124299999999999,653.4806,1117.715,926.4836,1390.7149999999997,33.30115,5.03806,8.670499999999999,130.65,995.4499999999999,24.8372898016,157.055,2.4685e-05,1.75006,1.3982875e-05,264.72999999999996,2.4998,45.349999999999994,17.555,46.31499999999999,2.0149999999999997,1.31465,0.648,738.3395,1450.8915000000002,7569.915499999999,22560000.0,5.288999999999055e-08,145.885,141.46499999999997,320.51859999999994,320.51859999999994,527.4001000000001,194.0,0.579195,0.00022045,12.975,8.205,192.96454856810237,0.8685198751000002,6263.50384164,65727.783775,6262.10057904,65727.78377499999,17.363735177499997,0.0602927764,0.09762974999999999,558.6075000000001,16881.197500000002,0.08738415806124109,330.061975,3.888575e-12,0.7864360364,1.074546849375e-12,977.8771000000002,0.04737896,14.1475,13.626975,79.615775,0.014775000000000002,0.0026198774999999985,28.960895999999995,1082.2028897499997,3650.3558777499993,757024.6677097499,7353200000000.0,4.8610079000001744e-15,59.051775,55.00877500000001,88.83486803999999,88.83486803999999,4327.94306199,0.0,23.710755236975004,1.1788422974999998e-06,32.214375,1.962975,0,0.0,1,0.0,-1.779
671,24.9624307045,1.823254,650.0285199999998,1132.795,923.0340699999999,1405.7949999999998,32.6716,4.993600000000001,8.754099999999998,132.924,1008.338,24.791649979468,161.1754,2.4780799999999998e-05,1.657932,1.3874295e-05,260.37399999999997,2.5112500000000004,46.252,17.6423,46.448,2.033,1.32082,1.2475900000000002,733.7984,1462.5319000000002,7537.099799999999,23296340.0,4.69679999999905e-08,144.447,140.426,324.94396,324.94396,518.5036,195.038,0.10611100000000001,0.0009883000000000001,12.277000000000001,8.09,27.175916205109992,0.321121103484,1186.8381234096003,59797.16297500001,1186.3752645351003,59797.16297499999,2.3179048400000006,0.013872464000000003,0.16962319,783.098224,5590.175756,0.018642840524118045,267.80901484,3.5181136e-13,0.25156133137600006,1.846052501475e-12,225.35612400000002,0.029185937500000002,42.554496,28.918880709999996,97.12129599999999,0.035911000000000005,0.003921727600000001,50.9006718919,1063.8022374400005,4838.57675239,883887.7608199599,8429181404400.0,4.866846976000058e-15,37.847191,22.914524000000004,1110.9214469183999,1110.9214469183999,687.0101552400002,30.732556000000002,0.36189713867900003,2.5273793109999997e-05,4.910271,0.8419,0,0.0,0,0.899685110211426,-1.504
170,26.291884,2.02578,648.8312,1100.91,921.8371999999998,1373.9099999999999,33.0007,5.02228,8.731,130.14,988.97,24.82742823,157.71,2.4901999999999996e-05,1.8566799999999999,1.3716968e-05,270.48,2.515,47.349999999999994,18.63,49.07,2.0,1.3296,1.12,744.442,1465.027,7533.334999999999,22670000.0,4.4859999999990894e-08,144.92000000000002,140.07,319.0766,319.0766,518.3372,194.30999999999997,0.14885,0.000143,12.879999999999997,8.5,75.364137516144,1.5985358316,8603.54074256,34453.8219,8600.789992160002,34453.8219,3.178630510000001,0.017214361599999988,0.794439,623.6604,18320.3491,0.02958855169275707,106.36590000000001,2.4555959999999995e-12,1.4564632176,1.407580901376e-12,2750.3296,0.022274999999999996,201.72750000000002,59.193100000000015,382.4451,0.0,0.007839839999999994,124.1856,1092.936635999999,3903.1003709999977,756716.4132749999,2141100000000.0,1.5020400000027657e-17,0.5136000000000001,16.4651,125.01715643999994,125.01715643999994,304.8848721600003,9.5139,0.23251422749999998,6.8751e-08,14.745600000000003,4.75,0,0.0,0,0.525,-1.535
784,25.409624486000002,1.926688,648.3937999999999,1175.9640000000002,921.4058000000001,1448.964,32.584320000000005,4.983708,8.811,138.088,998.2360000000001,24.784736340544,163.0908,2.47936e-05,1.7486440000000003,1.3621302e-05,261.88399999999996,2.529,47.66,18.472,48.372,2.068,1.33576,2.55,731.3804000000001,1478.5452,7337.4932,23690480.0,4.944399999999104e-08,143.38400000000001,139.412,327.17284,327.17284,515.0648800000001,195.952,0.14688800000000002,0.0019357999999999997,12.472,8.22,36.70628228427192,0.734978854656,2487.0026835600006,119573.794704,2485.8458283600007,119573.79470399999,2.7459005376000007,0.021067214736000005,0.34512899999999996,1567.2082560000001,9492.892304,0.025485767766271213,452.72811536,7.949990399999999e-13,0.583884957264,1.4673719817960004e-12,488.41454400000003,0.051909,85.5844,58.649215999999996,199.145616,0.071376,0.007278822399999999,101.8725,2070.7634958400004,8872.855596959998,1721163.7079937598,15746694969600.0,9.678846864000104e-15,42.33254399999999,28.714256,1744.9225459344002,1744.9225459344002,1335.0314609856007,55.965696,0.7170768594560001,5.0543448359999986e-05,6.9932159999999985,2.0516,0,0.0,0,0.619990257295957,-1.421
27,26.1507559491,2.0224938,642.201535,1193.1729,915.21889,1466.1728999999998,32.705218,4.9903077,8.800063,140.3465,985.5473999999999,24.7841069011864,164.269,2.487542e-05,1.83909,1.3515444500000001e-05,264.58959999999996,2.5174999999999996,48.290499999999994,18.684879999999996,49.323299999999996,2.0766,1.3455920000000001,3.260714,731.69947,1489.1136000000001,7191.943929999999,23927600.0,4.318569999999155e-08,142.92229999999998,138.8021,325.769551,325.769551,511.235274,196.4428,0.11737610000000001,0.002408529,12.798,8.391,63.657054026657775,1.1310307613615598,2105.294884673776,147426.63240559,2103.101611947901,147426.63240559,4.7756388724760015,0.03418735482071,0.367703466031,1937.7698377499999,15794.132553240002,0.02572781010403178,478.730639,1.3695918236e-12,0.9549832793000002,2.2235388087197504e-12,918.56477184,0.00571875,88.94750975,30.0001313856,185.74697711000002,0.07073244000000001,0.010358589536,127.73885139020399,3090.7566847191,12113.11664904,2225443.999881155,17861358240000.0,3.3172815509998393e-17,57.15866271000001,42.61933559,757.7296125483989,757.7296125483989,966.5104552449249,69.75952816,0.04160022344879001,6.315993798615901e-05,12.248995999999998,3.7571190000000003,0,0.0,0,0.148,-1.55
750,26.92723,2.06024,638.0917999999999,1082.96,911.1008,1355.96,33.296800000000005,5.04492,8.6174,127.73,978.1899999999999,24.83066158,158.0,2.5099e-05,1.8811000000000002,1.3813110000000002e-05,268.19000000000005,2.4925,46.220000000000006,18.464000000000002,48.53,2.0,1.3273000000000001,0.023700000000000002,746.3430000000001,1464.603,7470.514999999999,22700000.0,4.47999999999912e-08,145.31,140.20999999999998,320.05199999999996,320.05199999999996,519.8736,194.31,0.12889,0.0001297,13.16,8.6,96.84112261709998,1.6474110624,3413.8200267600005,3512.1384,3409.8871833600015,3512.1384,5.219681760000001,0.029301813599999976,0.10278323999999996,12.077100000000002,23730.5739,0.020846164543143503,108.0,1.7226989999999993e-12,1.4037677100000001,2.7784736378999996e-12,1405.6539,0.00556875,43.8516,39.338303999999994,231.9291,0.0,0.0075977099999999945,0.05560731000000002,1851.624050999999,5530.553090999996,923259.5520749999,2430000000000.0,1.3860000000034078e-17,24.453899999999997,33.2859,743.0637060000001,743.0637060000001,54.6203750400001,9.5139,0.06152753790000001,1.1996910000000001e-08,18.734399999999997,5.640000000000001,0,0.0,2,0.0,-1.6465
599,28.34674,2.05952,648.2012,1122.8799999999999,921.2072,1395.88,33.815,5.0684000000000005,8.613999999999999,130.78,978.1199999999999,24.8664512,155.54,2.4712e-05,1.88956,1.392278e-05,266.18,2.4745999999999997,45.739999999999995,18.02,47.44,2.02,1.3202,1.0,740.356,1453.79,7464.657999999999,22332000.0,5.6519999999991e-08,146.1,141.44,319.65919999999994,319.65919999999994,533.2004,193.99999999999997,1.08322,0.000336,13.679999999999998,8.4,338.84824215239996,1.6197687296,4874.241154560001,81060.4656,4871.49796416,81060.46560000001,32.837217,0.10939115999999999,0.11670399999999995,488.49159999999995,28001.0256,0.14436085677055988,453.08840000000004,5.779455999999999e-12,1.4641136464,1.7976022515999998e-12,886.4676000000001,0.03161284,27.8324,26.019599999999997,153.1264,0.0196,0.005097959999999998,49.0,1968.5564639999993,6558.452099999999,1164264.835636,10152976000000.0,6.956569600000238e-15,73.57,86.2464,157.20004335999997,157.20004335999997,8561.85015184,8.077935669463161e-28,46.89876529160001,2.328604e-06,56.21759999999999,3.8400000000000003,370,16.0,1,0.0,-1.648
628,25.6147715757,1.888368,653.009276,1220.1297000000002,926.022206,1493.1297000000002,32.637061,4.9797454,8.84963,142.5368,1000.8043000000001,24.781999693122803,164.66800999999998,2.4579950000000005e-05,1.7168160000000001,1.367291825e-05,259.5272,2.51591,47.647499999999994,17.9911,47.5235,2.0906,1.33519,3.7925,724.1423200000002,1479.0164100000002,7263.352649999999,24004906.0,4.8814799999990993e-08,143.2452,139.6986,328.517093,328.517093,516.629151,196.54090000000002,0.44192950000000003,0.0026111999999999997,12.527500000000002,8.0585,109.55206637830659,0.441365228576,1701.044141035824,178152.11827791,1700.8593362735642,178152.11827791,12.791754112279,0.052857547978840014,0.3553328631,2177.87384576,8001.25120151,0.06547421513399938,615.4515596398999,1.9670729975000006e-12,0.38416908514399994,1.677911585941938e-12,143.64206016,0.0320246719,82.57724375000002,22.89262079,95.43944775,0.08499163999999998,0.007533763900000002,149.42319375000005,2336.536069017601,11649.043263711901,2119881.782072977,21259207651164.0,5.638220500960087e-15,82.39627696000001,57.788758040000005,966.5932048993509,966.5932048993509,4292.634588449201,72.07252719,16.855938655529748,6.702881955999999e-05,17.83524375,0.54907775,350,4.0,0,0.619990257295957,-1.528
229,26.24786448,1.9060570000000001,668.8406500000002,1137.3775,941.8414,1410.3775,33.024564999999996,5.022541,8.7811,132.76600000000002,996.9940000000001,24.8477992695,155.299,2.45554e-05,1.7288380000000003,1.3955306e-05,263.269,2.5724,46.143,18.764499999999998,47.7895,2.0455,1.3135050000000001,0.5608000000000001,735.76865,1448.0916500000003,7557.51415,22304700.0,7.591799999999041e-08,146.2335,141.68950000000004,329.90659999999997,329.90659999999997,530.3404400000001,194.345,0.5242035,0.000284895,12.8085,8.135499999999999,134.48054590435214,0.8279570827509999,13984.5050120775,85658.69499375,13984.13115804,85658.69499375,9.461395110775,0.03573345631899999,0.3956302900000001,894.687244,14776.040964000002,0.09792934280121568,650.7894490000001,3.50254084e-12,0.604090981756,1.357401992614e-12,1296.0306389999998,0.25219774,87.20655099999999,160.25703975000002,367.0691897499999,0.07342974999999999,0.001659264975,21.38518336,553.2100821775001,2056.2902552775004,851469.8177547775,14218443910000.0,3.9980584276000613e-14,68.10297775000001,44.60008975,4843.432256439999,4843.432256439999,4171.7056107064,7.815975,14.41064199108775,1.571997388975e-06,22.67582775,0.86713975,400,14.0,0,0.619990257295957,-1.364
667,26.92723,2.06024,638.0917999999999,1082.96,911.1008,1355.96,33.296800000000005,5.04492,8.6174,127.73,978.1899999999999,24.83066158,158.0,2.5099e-05,1.8811000000000002,1.3813110000000002e-05,268.19000000000005,2.4925,46.220000000000006,18.464000000000002,48.53,2.0,1.3273000000000001,0.023700000000000002,746.3430000000001,1464.603,7470.514999999999,22700000.0,4.47999999999912e-08,145.31,140.20999999999998,320.05199999999996,320.05199999999996,519.8736,194.31,0.12889,0.0001297,13.16,8.6,96.84112261709998,1.6474110624,3413.8200267600005,3512.1384,3409.8871833600015,3512.1384,5.219681760000001,0.029301813599999976,0.10278323999999996,12.077100000000002,23730.5739,0.020846164543143503,108.0,1.7226989999999993e-12,1.4037677100000001,2.7784736378999996e-12,1405.6539,0.00556875,43.8516,39.338303999999994,231.9291,0.0,0.0075977099999999945,0.05560731000000002,1851.624050999999,5530.553090999996,923259.5520749999,2430000000000.0,1.3860000000034078e-17,24.453899999999997,33.2859,743.0637060000001,743.0637060000001,54.6203750400001,9.5139,0.06152753790000001,1.1996910000000001e-08,18.734399999999997,5.640000000000001,0,0.0,2,0.0,-1.6465
245,30.357390000000002,2.11864,640.2684999999999,1171.9,913.2760000000001,1444.9,33.978699999999996,5.07808,8.59,135.82,966.67,24.8839935,153.55,2.4520000000000002e-05,1.95202,1.4086970000000002e-05,256.87,2.4446,45.63,17.53,46.33,2.08,1.3329,4.219,736.1090000000002,1446.971,7398.961,22035000.0,5.8199999999990906e-08,146.16,141.76,320.66569999999996,328.61539999999997,535.5914,192.41,1.07919,0.00033,14.459999999999999,8.5,552.1784879178999,1.9260404703999998,8963.92207275,143348.49000000002,8958.923664,143348.49000000002,34.74926131,0.11666821359999999,0.1622499999999999,1220.7676,38266.6611,0.16293318768474985,658.8475000000001,5.3608e-12,1.8015829996,1.4772994891e-12,1763.2131,0.059188840000000006,20.5531,13.2891,78.6811,0.1336,0.015040589999999996,377.598739,1429.2900189999996,5002.235859,1508813.210179,14744275000000.0,7.037860000000265e-15,73.25440000000002,78.76240000000001,99.69607651,2103.727204839999,8599.92661804,81.74189999999999,46.89477211390001,2.3276499999999996e-06,89.82839999999999,4.75,0,0.0,1,0.0,-1.5246
576,26.92723,2.06024,638.0917999999999,1082.96,911.1008,1355.96,33.296800000000005,5.04492,8.6174,127.73,978.1899999999999,24.83066158,158.0,2.5099e-05,1.8811000000000002,1.3813110000000002e-05,268.19000000000005,2.4925,46.220000000000006,18.464000000000002,48.53,2.0,1.3273000000000001,0.023700000000000002,746.3430000000001,1464.603,7470.514999999999,22700000.0,4.47999999999912e-08,145.31,140.20999999999998,320.05199999999996,320.05199999999996,519.8736,194.31,0.12889,0.0001297,13.16,8.6,96.84112261709998,1.6474110624,3413.8200267600005,3512.1384,3409.8871833600015,3512.1384,5.219681760000001,0.029301813599999976,0.10278323999999996,12.077100000000002,23730.5739,0.020846164543143503,108.0,1.7226989999999993e-12,1.4037677100000001,2.7784736378999996e-12,1405.6539,0.00556875,43.8516,39.338303999999994,231.9291,0.0,0.0075977099999999945,0.05560731000000002,1851.624050999999,5530.553090999996,923259.5520749999,2430000000000.0,1.3860000000034078e-17,24.453899999999997,33.2859,743.0637060000001,743.0637060000001,54.6203750400001,9.5139,0.06152753790000001,1.1996910000000001e-08,18.734399999999997,5.640000000000001,0,0.0,2,0.0,-1.6465
200,25.781058944149997,1.9201754000000002,646.475045,1232.7465,919.490705,1505.7465,32.446794000000004,4.9687656,8.860769999999999,144.3869,997.0875000000001,24.7713964008516,165.21506000000002,2.4645590000000003e-05,1.7445427000000002,1.3613543400000002e-05,257.29460000000006,2.5183750000000003,48.156000000000006,18.139400000000002,47.89620000000001,2.1125000000000003,1.345511,4.85348,724.1043500000001,1484.4588100000003,7211.9865199999995,24116226.0,4.595479999999112e-08,142.6171,139.0958,329.08555,331.76194899999996,511.92494500000004,196.25580000000002,0.11333850000000001,0.00277042,12.5967,8.166,99.60811647329928,0.5850330304348399,2699.165713657975,185727.18003775002,2697.898892512975,185727.18003775002,3.4139725815640007,0.026047901856640007,0.4047980071,2427.08020839,9944.735643749998,0.02931373279462833,609.8070711964001,4.922785519000001e-13,0.49842340817671005,1.5386563420664408e-12,590.57161084,0.037356109375,90.61226400000001,28.778367640000003,111.66462555999999,0.12364375,0.011740258879000001,252.94233588959997,2260.234782077501,11210.8728263839,2288709.599688289,21766116436924.0,4.428217956960036e-15,59.49528759,33.923222360000004,1161.8018082975,1805.5359894513986,1401.908067996976,109.47516635999999,0.32457775091775004,7.22898110236e-05,16.43564911,1.587444,0,0.0,0,0.619990257295957,-1.537
802,24.4168081308,1.7538968,649.910166,1090.2771,922.9104960000001,1363.2771,32.689243,4.9994512,8.70018,128.0446,1018.2309,24.793434904153198,159.80539000000002,2.4809709999999998e-05,1.5980254,1.396873995e-05,260.2896,2.50245,45.10750000000001,17.1293,45.2457,2.0014,1.310916,0.0,738.0568600000001,1451.3625299999999,7720.98137,22971134.0,4.512219999999005e-08,145.00459999999998,140.95680000000002,321.219427,321.219427,521.2810390000001,194.0161,0.07454730000000001,0.00010673,12.0487,8.0255,4.356109686181165,0.08694589734976,365.499255832444,733.5877155900001,365.3472543139841,733.5877155900001,0.17656345695100006,0.0009533150185599995,0.018184467599999997,6.10101084,1080.47978519,0.0023515965627029928,19.7188299479,7.078471589999999e-14,0.06783908855484001,8.17921638489975e-14,53.61213184,0.008568997500000002,5.30094375,8.89678151,25.057731510000004,0.00279804,0.0002938009439999998,0.0,62.77528094039995,177.63834899909986,47398.2997719231,428971834044.0,1.6940308671600227e-15,0.19897883999999996,0.7951337600000001,234.12193332167098,234.12193332167098,97.41097555047898,0.37004078999999995,0.12488518996270999,4.746820710000001e-08,0.8287283099999999,0.23684975,0,0.0,1,0.0,-1.67
516,25.227455439999996,1.87635,652.50295,1096.965,925.5052000000001,1369.965,32.7977,5.007905,8.72475,128.785,1005.11,24.814987330759998,157.877,2.485e-05,1.70245,1.38453e-05,261.64,2.535,46.125,18.419999999999998,47.474999999999994,2.02,1.3175000000000001,0.0,740.0265,1455.522,7629.357499999999,22686200.0,5.97849999999904e-08,145.115,140.695,325.82635,325.82635,524.3857,194.23,0.210925,0.00018875,12.399999999999999,8.200000000000001,33.840244183273754,0.7471415775,4342.641554797501,9882.233775,4341.59350896,9882.233775,1.1924057100000003,0.0064161459749999955,0.22922493749999998,85.23877500000002,8696.4579,0.0276444722172713,251.44577100000004,5.309999999999999e-13,0.5494920975,7.697639475e-13,384.8304,0.12127500000000001,64.359375,114.2136,287.499375,0.0396,0.002253749999999999,0.0,425.6443477499997,1208.6786159999992,418560.56994375,5450173560000.0,2.3965568775000307e-14,2.681775,5.361975,3273.1305821774995,3273.1305821774995,1369.7850365099996,5.2371,1.7464304193750004,6.675609375000001e-07,6.39,1.71,0,0.0,1,0.0,-1.55
126,24.9003015152,1.840231263,649.43922871,1213.267889,922.44441176,1486.267889,32.355901110000005,4.963409714,8.859780999999998,142.170223,1007.205343,24.762484816614798,165.742838,2.46478844e-05,1.6711598019999998,1.3663326400999998e-05,257.965358,2.5177935,47.61461899999999,17.773241,47.116519999999994,2.090431,1.3372048799999998,3.9018704,724.4543931000001,1480.5978453999999,7303.6966151,24169247.5,4.326874199999086e-08,142.789876,139.351556,327.99832001999994,329.00528202,511.94947714000006,196.34565399999997,0.08347581899999999,0.0025547754999999993,12.233472999999998,8.04037,35.1280270921899,0.19568635554242483,781.0749625856118,161263.2765744837,781.9267978033738,161263.2765744837,1.9769484106007686,0.018273256382438215,0.329037632039,2134.503537130271,3532.7017388523514,0.016566626745715324,470.094790705756,2.618686242366402e-13,0.1627798400073208,1.2395748803447879e-12,185.385803931836,0.01230514135775,74.38641048483899,9.240901355919,53.96799308960001,0.090915234239,0.008308320704185603,177.59866346160388,1933.0625863806736,10101.4543341177,1951588.0283495723,18012636853743.75,7.786928237374224e-16,54.981239904624005,30.100150378864,627.4587548854671,873.5264317080646,1106.8425757548184,84.20278531228402,0.05802633343927924,6.730332049459976e-05,5.685397358271001,0.39457026309999993,0,0.0,0,0.087,-1.511
709,25.416912426499994,1.8961540000000001,655.1988500000001,1221.0605000000003,928.21235,1494.0605,32.503125000000004,4.971900000000001,8.923799999999998,142.93,1001.6785000000001,24.778568047106,165.06195,2.4621249999999997e-05,1.72055,1.361503175e-05,261.4769999999999,2.5313800000000004,48.0185,18.2995,48.0755,2.0959999999999996,1.33776,3.8125000000000004,724.2615000000001,1482.22425,7251.37875,24079470.0,5.125499999999102e-08,143.07,139.39000000000001,329.944445,329.944445,512.523185,196.71550000000002,0.7887125,0.0028160500000000005,12.572500000000002,8.067499999999999,92.83608315033412,0.5293517922840001,4360.498767177501,172509.15483975,4360.2776959775,172509.15483975003,8.569091984375001,0.04201584500000001,0.8716610599999999,2219.8451,6733.20213775,0.06700321403583448,625.7851771975,1.0281734375e-12,0.43731551249999995,1.5698559813669383e-12,1374.4634710000003,0.04832639560000001,95.39015775,46.19179975,147.94279975,0.093784,0.007678582400000002,148.99609375000003,2232.6953677500014,11165.3735369375,2152198.2596734376,21793729919100.0,1.1113429975000132e-14,85.4251,42.4429,1676.917241991975,1676.917241991975,1561.854257105776,76.16255975000001,108.91129417984375,7.40055148975e-05,32.94474375,0.58294375,0,0.0,0,0.619990257295957,-1.5103
789,28.037844999999994,1.982361,665.13654,1146.501,938.13924,1419.501,33.57153,5.094762,8.7632,133.638,989.314,25.063297979999998,155.615,2.44937e-05,1.8111479999999998,1.4015629e-05,269.486,2.5650999999999997,45.285,17.648,46.444,2.03,1.3140200000000002,1.2055,737.3626000000002,1449.2693,7520.077899999999,22344400.0,7.12699999999906e-08,147.011,141.92799999999997,320.82439999999997,320.82439999999997,521.7165,193.99999999999997,980.081011,0.14610889999999999,13.503999999999998,8.209999999999999,392.31289276097493,1.339115598679,16778.4857330284,145801.24399899997,16777.1598554224,145801.24399899997,25.93835495909999,0.3380401733559999,0.8190607600000002,1617.7709559999998,21168.821404000002,3.2869872880326407,547.436775,6.99831031e-12,1.1612777140960002,1.1190931933589997e-12,2238.387804,0.16534999,12.273774999999999,13.528096,73.77686399999999,0.0391,0.0023086395999999984,56.99281975,976.23918124,3174.5950275099995,1040161.3704615899,12223446640000.0,3.151799710000053e-14,169.602879,71.91681600000001,89.77613164000002,89.77613164000002,77.73471774999992,8.077935669463161e-28,47059441.23762483,1.04445220653379,61.569984,1.7958999999999998,360,7.7,1,0.0,-1.402
31,24.6229966275,1.7871308,654.412016,1131.3502,927.415586,1404.3501999999999,32.623434,4.9921276,8.768111999999997,132.55220000000003,1011.9972000000001,24.7922884903,161.32596,2.472766e-05,1.6223817999999999,1.3937857600000001e-05,258.70340000000004,2.5176499999999997,45.9074,17.64332,46.159400000000005,2.0334,1.316184,1.027616,732.7836,1457.6146,7573.28338,23290376.0,5.097239999999029e-08,144.76739999999998,140.7524,327.29464600000006,327.29464600000006,520.34969,195.05899999999997,0.1330792,0.0008528160000000001,12.1406,8.024000000000001,6.2653734172262965,0.17756002609135998,1938.7808719357438,52471.978359960005,1938.823577696604,52471.97835996,0.9955440676440005,0.008661496518239997,0.187934835456,672.81687516,2690.0595921599997,0.016641430055334496,254.3342220784,1.5217692440000008e-13,0.10520399882875998,1.5470739101222399e-12,82.14782844,0.0638009775,54.37962524,53.06382737759999,130.14399164,0.041884439999999995,0.003033718144000001,41.970950276543995,737.3767190400006,3790.4707908399996,717338.0156697755,7919630898624.0,1.1581229638240136e-14,34.85169724,17.807894240000003,2073.663629874684,2073.663629874684,987.8571959239,30.824318999999996,0.8377398221273601,2.1033953790144e-05,1.25043164,0.11942399999999999,0,0.0,0,0.613,-1.452
