,AW,D,MP,BP,AMP,ABP,S,H,HF,HV,Cs,Cm,K,TE,D.1,MV,H2,H1,M1,M2,M3,VEC,P,Eea,I1,I2,I3,C,R,Rm,Rc,A1,A2,A3,SGN,NCS,NMA,AN,SEN,∆AW,∆D,∆MP,∆BP,∆AMP,∆ABP,∆S,∆H,∆HF,∆HV,∆Cs,∆Cm,∆K,∆TE,∆D.1,∆MV,∆H2,∆H1,∆M1,∆M2,∆M3,∆VEC,∆P,∆Eea,∆I1,∆I2,∆I3,∆C,∆R,∆Rm,∆Rc,∆A1,∆A2,∆A3,∆SGN,∆NCS,∆NMA,∆AN,∆SEN,T_ex ,Ra_ex,R_ex,EL
660,30.724950000000003,2.2415599999999998,631.3377,1185.43,904.3512,1458.43,33.392,5.035745,9.183499999999999,139.205,949.92,24.78984085,153.6,2.4543e-05,2.06853,1.3874720000000001e-05,261.48,2.5100000000000002,47.474999999999994,18.284999999999997,47.8,2.1300000000000003,1.36495,7.369,743.725,1461.9550000000002,7269.710499999999,21720060.0,3.827239999999991e-06,144.37,139.69,321.95675,335.20625,523.45915,191.845,0.13387500000000002,0.00012450000000000002,14.65,8.899999999999999,472.0999942474999,2.4713076463999997,19270.94163971,155681.3751,19262.410674560004,155681.3751,12.103719000000002,0.09255816997499998,25.817377750000006,1990.302975,44747.7036,0.4131769028477774,456.98999999999995,8.884951e-12,2.2354632591000003,1.2301797916e-12,5387.5196000000005,0.28990000000000005,72.699375,27.973775,152.23000000000002,0.2431,0.02795099749999999,789.096739,1180.1490749999991,3383.1502749999986,1844906.9491397499,17394493836400.0,9.379147109424e-10,17.3031,26.423899999999996,858.1957819375001,4093.816428437499,222.30514677749954,152.140975,0.05366307937500002,8.14975e-09,78.19750000000002,8.190000000000001,0,0.0,3.75,14.952
452,29.293286971999994,1.9654546,707.1649,1249.4156,980.1648999999999,1522.4155999999998,33.709959000000005,5.0735546000000005,8.912019999999998,145.7321,969.4485999999999,24.908226449056,150.27749999999997,2.378378e-05,1.8037138,1.43503567e-05,279.59889999999996,2.632673,44.628499999999995,17.565499999999997,46.087599999999995,2.0757,1.3038589999999999,2.31282,727.9161400000002,1431.4631899999997,7343.066789999999,21554460.0,7.952279999999069e-08,149.4711,144.34679999999997,323.63485,323.63485,530.3274540000001,193.99999999999997,0.6199827,0.000239126,14.063599999999997,8.0656,365.54469138151956,0.7772845627388401,47850.034107989995,355227.5778766399,47850.03410799,355227.57787664,21.827888348318993,0.09335382761883995,1.4707815196000005,4672.38032959,34957.846758039996,0.20504139877751304,1289.70769375,1.42437069116e-11,0.72597029288956,2.0713615550651107e-12,6206.942818789999,0.362438165071,2.56668775,5.699509749999999,20.89912624,0.08476950999999999,0.0006686181190000012,76.90994564760001,1360.7979555004006,5297.733208023901,2071428.3486920956,28507626108400.0,1.7427135480160665e-14,273.16796479,155.68412976,110.55776967750006,110.55776967750006,4435.885666637884,8.07793566946316e-28,23.95290062340071,1.195142676124e-06,61.846755040000005,0.07609664000000001,400,11.5,3.75,20.3
534,27.358114999999998,2.1704499999999998,642.6911,1101.1000000000001,915.70235,1374.1000000000001,33.214800000000004,5.03763,8.685,130.04,972.5459999999999,24.820220136000003,161.2,2.49995e-05,1.9797000000000002,1.3591003e-05,278.33000000000004,2.5075,47.925000000000004,19.025,50.055,2.0,1.33925,1.776,747.9390000000001,1475.2640000000001,7436.0525,23180000.0,4.449499999999135e-08,144.82000000000002,139.725,318.28125,318.28125,517.10215,194.465,0.180975,0.00015700000000000002,13.335000000000003,8.75,115.00566751177497,2.3462424975,5966.983400789999,34387.89,5964.956741977501,34387.89,4.523544960000001,0.024486863099999985,0.399525,444.4583999999999,27773.368283999996,0.021069717611987795,958.5599999999998,2.743149749999999e-12,1.95636471,1.956002706591e-12,6705.1911,0.00369375,164.31937499999998,50.874375,320.961975,0.0,0.011301937499999993,207.12422400000003,1603.6568789999988,8047.153103999998,1086257.5254937499,21567600000000.0,2.418997500002656e-17,0.5075999999999999,21.249375,195.48373593749997,195.48373593749997,408.02883087750024,14.198774999999998,0.257845374375,6.890099999999999e-08,21.992775,6.9375,0,0.0,1.0,14.3572
254,25.97775068,1.90905,662.6209,1238.285,935.6344,1511.2849999999999,32.63055,4.986219999999999,8.886199999999999,145.025,991.6250000000001,24.792913459120005,163.655,2.4492500000000003e-05,1.7359500000000003,1.3764030000000001e-05,264.775,2.5537500000000004,47.53,18.067,47.79,2.0949999999999998,1.3345,3.8558499999999998,723.766,1477.2190000000003,7194.2789999999995,23852000.0,5.054999999999115e-08,144.06,140.11999999999998,328.96279999999996,328.96279999999996,512.4941,196.635,0.10705999999999999,0.0025051999999999995,12.705,8.115,78.4895356555021,0.4488915175000001,12075.357284189999,218761.28377500002,12074.57463264,218761.28377500002,4.7907371975,0.03788014159999999,0.41303256000000005,2845.1643750000003,12841.444375000001,0.060840486461971745,767.3759749999999,3.4840937499999997e-12,0.3815948575,2.687235149100001e-12,1883.2443749999998,0.0986734375,80.8891,13.777311000000001,90.4459,0.085975,0.008357750000000002,142.8029052775,2537.355144000001,12377.068039,2388684.960259,24555696000000.0,4.13590750000012e-15,136.8664,76.97559999999999,841.65576316,841.65576316,1059.8039671900005,74.741775,0.03401418640000001,6.574180396e-05,14.077975000000002,1.001775,0,0.0,1.0,13.3383
307,38.01296,2.377225,723.285,1324.565,996.2850000000001,1597.565,36.28925,5.41555,8.8907,148.09500000000003,936.345,26.091326450000004,144.615,2.3152000000000005e-05,2.1856500000000003,1.46354e-05,285.485,2.77175,44.135,17.532,45.985,2.11,1.2975500000000002,5.217350000000001,722.0425,1420.2,7116.755,20704000.0,1.7142999999999105e-07,154.35000000000002,146.845,326.4068,326.4068,526.9549000000001,194.155,4900.05914,0.73009415,17.38,8.11,1603.1638355884004,3.5037326643749998,46030.653775000006,467394.245775,46030.653775,467394.245775,113.02769593749997,1.5206447374999994,0.8892115100000002,3754.255975,57351.265975,15.079672691257942,2085.246775,2.2855396e-11,3.1096883375,3.783978429999999e-12,5914.2597749999995,0.6519044375,8.196775,3.9577760000000004,14.574774999999999,0.10790000000000001,0.0015374975000000024,231.25339347749997,1994.0925437500018,7578.301900000002,3110302.126875,46447474000000.0,1.422225751000023e-13,717.5875000000001,280.24097500000005,435.10924576000025,435.10924576000025,299.7733999899995,4.780975,216089420.42912868,4.795962543898277,245.69560000000004,0.10790000000000001,0,0.0,1.0,3.23
414,33.3292224,2.163758,705.77,1262.064,978.7700000000001,1535.064,34.951080000000005,5.257632,8.8788,143.852,961.528,25.588477435199998,148.808,2.36194e-05,1.984816,1.4398272e-05,280.02,2.6977999999999995,44.510000000000005,17.486,45.922000000000004,2.0820000000000003,1.3026200000000003,3.5426,727.0794000000001,1430.0668,7297.5228,21330600.0,1.2687599999999077e-07,151.316,144.99400000000003,323.95116,323.95116,524.99232,193.99999999999997,2940.072116,0.43810225999999997,15.558000000000002,8.082,1047.6273922283942,2.3091209994360002,39649.7571,367274.795904,39649.7571,367274.795904,71.73011043359998,0.9582498485759996,1.0500705600000002,3489.318096,41601.249216,9.455570290581553,1523.903136,1.704104364e-11,2.046089190144,2.278202834015999e-12,5043.6396,0.47588916,3.0099,3.609804,11.663916,0.08727599999999999,0.0007549356000000013,156.34684524,1383.3197156400013,5230.520297760002,2302744.07144016,33904037640000.0,9.139874462400155e-14,491.964144,196.49396400000003,119.34049705440013,119.34049705440013,208.1303266175996,8.077935669463161e-28,135415975.97297376,3.005466425117492,161.574636,0.087276,450,13.0,3.75,13.6
738,29.6375996,1.9826960000000002,696.8190599999999,1233.31,969.81936,1506.3100000000002,33.96904,5.084366000000001,8.822499999999998,143.01,970.2879999999999,24.9149405808,150.79200000000003,2.3862400000000004e-05,1.823196,1.4342194e-05,275.08400000000006,2.5846,44.61,17.456000000000003,45.894000000000005,2.068,1.30376,2.3484000000000003,728.0470000000001,1431.5004000000001,7360.679800000001,21629600.0,7.849399999999068e-08,149.138,144.258,323.48934,323.48934,536.2572799999999,194.0,1.092978,0.00034074,14.188,8.068,447.4787235283038,0.944483111584,37170.168462516405,307795.2659,37170.002133990405,307795.2659,35.074027878399995,0.12930901204399997,0.9365987500000004,3625.2179000000006,35159.181056,0.2393622277053627,1220.428736,1.332486624e-11,0.908850449584,2.1786371723640004e-12,4730.940944,0.30010084000000004,5.2179,5.428064000000001,23.834764,0.071376,0.0010958624000000014,86.28825744,1597.5168110000004,6226.340239840002,1965211.1927319597,27028243840000.0,1.7547477964000646e-14,251.75895599999998,162.771436,116.43689296440006,116.43689296440006,8560.159573401601,0.0,46.897197561515995,2.3295076523999996e-06,74.236656,0.25137600000000004,0,0.0,3.75,10.6
455,30.513595396,2.0138551000000002,725.4003,1294.2380999999998,998.4003,1567.2381,33.910430999999996,5.0919524,8.96001,150.7344,954.9334,24.943114426608002,147.3513,2.3503150000000002e-05,1.8510512,1.4478277299999998e-05,286.7462,2.690082,44.56369999999999,17.7556,46.5098,2.0946,1.3019939999999999,2.8647299999999998,725.1606400000001,1426.04391,7225.0997099999995,21121420.0,9.035919999999089e-08,150.85709999999997,145.3502,324.588878,324.588878,530.443758,194.00000000000003,0.5653294999999999,0.00023132,14.577200000000001,8.0862,419.1986471939642,0.8479062969039901,61130.701059909996,435542.4884083901,61130.701059909996,435542.48840838997,21.928179964238993,0.10386467133423993,1.3888857999000006,5620.28985664,43584.95476444,0.25197386486402357,1643.92468831,1.74133110775e-11,0.7948872677785601,2.708053413004711e-12,8186.49038556,0.4792921932759999,2.56714231,6.97426864,27.568903959999997,0.09745084,0.0007836639640000013,87.94596502709999,1661.3201547904007,6453.512288911902,2647610.9901349153,36259861183600.0,2.2253451775360845e-14,352.88627958999996,196.77055995999996,146.35208482111608,146.35208482111608,3759.550925997436,8.077935669463161e-28,19.97451621652975,1.0004727375999997e-06,71.57484016,0.09056956,480,17.0,2.0,15.4
258,26.05661568,1.90811,663.5808999999999,1240.2549999999999,936.5944,1513.2549999999999,32.67515,4.98991,8.885399999999999,145.16,989.6800000000001,24.795404049120005,163.855,2.4480000000000003e-05,1.73492,1.3823395000000002e-05,264.31,2.5500000000000003,47.39000000000001,18.019000000000002,47.665000000000006,2.095,1.33295,3.8676999999999997,723.0265,1475.6925,7180.177499999999,23882000.0,5.0499999999991155e-08,144.30499999999998,140.295,330.15229999999997,330.15229999999997,512.6829,196.79,0.10889499999999999,0.0025065499999999998,12.745000000000001,8.115,79.4634106475207,0.44938892790000007,12234.523556189999,218949.33997499995,12233.714984639999,218949.33997499995,5.1900989775,0.04067668189999999,0.4134578400000001,2844.1944,13483.8876,0.0620658579667443,773.873975,3.5075e-12,0.38211899360000007,3.4146686289750007e-12,1930.7139,0.101875,85.4979,14.338239000000002,94.25277500000001,0.085975,0.008911797500000002,142.73946571,2625.571947750001,12921.74079375,2413071.4809437497,24683676000000.0,4.13706000000012e-15,149.271975,83.37797499999999,1104.13666171,1104.13666171,1070.1394455900008,78.7059,0.034522563975000004,6.57356725975e-05,14.339975,1.001775,0,0.0,1.0,14.8558
703,34.96872872,2.254908,721.8947099999998,1306.01,994.8957599999999,1579.01,35.27093,5.283537,8.906849999999999,148.681,941.982,25.630538798560003,145.51300000000003,2.33688e-05,2.0723740000000004,1.4500060000000001e-05,287.848,2.7503,44.603,17.843000000000004,46.756,2.101,1.30289,4.1412,725.2884,1426.1803000000002,7148.9422,20842200.0,1.3832699999999112e-07,152.71400000000003,145.92,324.57289000000003,324.57289000000003,526.0158200000001,194.0,2940.107124,0.43811555999999996,16.249000000000002,8.171000000000001,1114.1878323525318,2.5538245515359996,52708.6136203159,445378.9719,52707.9788108224,445378.9719,73.81506963509997,0.9683311966309995,0.9171005775000003,4365.451239,52617.78767600001,9.455093127832466,1883.279831,2.049874656e-11,2.2689552801240005,3.1464202523999995e-12,7000.888896,0.58361391,7.785391000000001,9.218351,44.548463999999996,0.09879900000000001,0.0017535479000000012,168.52058256,1958.3450254400013,7234.173161910001,2958131.70389916,41775233160000.0,9.54519640710017e-14,568.218204,243.67759999999998,180.07721414790012,180.07721414790012,266.0157357275994,0.0,135415770.1656333,3.005454780393086,173.64699899999997,0.779759,360,11.0,2.0,11.0
23,27.204788465,1.9478400000000002,664.1888,1261.81,937.2023,1534.81,32.9853,5.03902,8.905999999999999,146.39,993.96,25.014096972359997,163.77,2.4339e-05,1.77151,1.374292e-05,263.45000000000005,2.5751,47.64999999999999,17.910000000000004,47.449999999999996,2.11,1.3348000000000002,4.825,720.3960000000001,1478.026,7168.935,23905400.0,6.749999999999111e-08,144.33,140.29999999999998,329.35409999999996,329.35409999999996,511.7719,196.79,980.07704,0.148789,13.129999999999999,8.02,345.7234346090313,0.7989085143999999,8599.643170559999,247577.01389999996,8599.540555709998,247577.01389999996,26.72500490999999,0.3553669995999999,0.35136400000000007,2738.6379,12700.9584,3.3181374006297233,936.0571,4.790779e-12,0.6976684099,2.0782548936e-12,1160.3475,0.13832299,80.4475,6.961899999999999,52.2475,0.0979,0.007726960000000002,189.28187499999996,2426.7849840000017,12885.179524,2580864.2674749997,29313708840000.0,3.102763000000042e-14,220.04110000000003,96.01,600.79164219,600.79164219,1192.506243390001,78.7059,47059449.00408327,1.043742842379,52.893100000000004,0.0196,0,0.0,3.75,6.00162
2,29.318238079999997,2.0926199999999997,630.8821,1281.89,903.9016,1554.8899999999999,32.9365,5.00315,8.774199999999999,149.435,968.625,24.81005595432,161.55,2.45115e-05,1.91655,1.3836595e-05,247.88500000000002,2.4662500000000005,47.989999999999995,17.721999999999998,47.125,2.18,1.36495,8.77685,722.6895,1476.5085000000001,7080.081499999999,23535000.0,4.58099999999913e-08,143.085,139.475,328.71279999999996,341.96229999999997,515.0834000000001,193.985,0.106285,0.00249835,14.019999999999998,8.5,422.2996915155964,1.5008160956000003,8566.472336589999,241624.88790000003,8561.197109440001,241624.88790000003,8.386806750000002,0.04851001749999998,0.4591223599999999,3034.385775,31434.144375000003,0.060612934649504104,888.0475000000001,5.712177500000003e-13,1.4009189575,2.2135265409750013e-12,2098.521775,0.05667343750000001,80.3099,6.4695160000000005,49.859375,0.24760000000000001,0.025785997499999998,643.1594885775,1979.5206397500012,10592.10227775,2751252.5712077497,27554275000000.0,2.4094390000003255e-16,66.657775,35.999375,787.5581631599999,3844.1502407099993,1242.8845284400004,222.13477500000002,0.016624303775000005,6.57695817775e-05,68.51960000000001,4.75,0,0.0,0.2,12.3
169,25.882608079999997,1.89148,651.1532500000001,1226.105,924.166,1499.105,32.758500000000005,4.994675000000001,8.82125,143.375,999.2800000000001,24.783110284320003,164.31000000000003,2.4506e-05,1.72187,1.3709975e-05,261.08,2.5200000000000005,47.375,17.82,47.205000000000005,2.1,1.3338000000000003,3.9,723.6945000000002,1477.3860000000002,7256.3324999999995,23954000.0,4.9194999999991005e-08,143.225,139.935,327.79915,327.79915,512.4368000000001,196.48,0.08715500000000001,0.0024953500000000003,12.629999999999999,8.06,140.6419167482773,0.44151143960000006,491.8123109375001,196535.15397499996,491.68662800000016,196535.15397499996,17.38981675,0.109061509375,0.4168109374999999,2434.854375,9500.1216,0.05895398765625888,661.4339,3.713064e-12,0.40195888310000005,1.8024065143750005e-12,363.39360000000005,0.0046,79.65437499999999,9.2776,66.192975,0.11,0.007572560000000001,154.29,2412.5765197500014,12009.256104,2173955.87509375,21935484000000.0,4.303416975000095e-15,71.214375,72.36077499999999,549.2497177774999,549.2497177774999,1068.389309760001,70.72960000000002,0.009989070975,6.57842318775e-05,22.463100000000008,0.5064,0,0.0,3.75,9.0
754,31.055218916,2.4440195,657.9773409999999,1157.6049000000003,930.993796,1430.6048999999998,34.005123999999995,5.0995491,8.735985000000001,137.58149999999998,925.6428,24.902132355967996,150.7498,2.4857349999999997e-05,2.2371506,1.36015699e-05,288.5466,2.5859999999999994,47.595400000000005,20.2283,52.5932,2.0439,1.345247,1.12749,751.8504600000001,1473.2441400000002,7109.271029999999,21618220.0,6.231489999999253e-08,146.91869999999997,140.4588,316.07892499999997,316.07892499999997,519.417612,194.0,0.20821170000000003,0.00016688600000000001,14.9129,9.1409,285.97235234284517,3.1053043743197493,38665.13330329972,230370.17279599,38657.28819879038,230370.17279599002,10.831053184624,0.06354225558918995,1.817409329775,3439.2181577499996,53123.86120816,0.09938987474846393,777.43939996,1.1682093977499998e-11,2.6450699933196407,3.27564411951399e-12,5843.39202844,0.20760399999999998,62.46229884,68.18417911000002,391.32951376000005,0.06097279,0.011644458990999992,36.5926452999,3484.423315788398,10387.539579660395,2392559.4106137385,17262360031600.0,7.921551337990307e-15,144.43149031,110.07570256,349.4264622943749,349.4264622943749,141.3574878974559,0.0,0.13389974708311,2.6698203004000008e-08,52.65791359,9.73124719,300,81.0,25.0,26.5
165,30.48667677,2.250694,621.4061,1179.173,894.4226000000001,1452.1729999999998,33.51799,5.054261,8.602429999999998,138.239,952.327,24.853639402079995,155.595,2.4877999999999998e-05,2.067048,1.3812125999999999e-05,256.949,2.4585,47.274,18.375799999999998,48.51,2.1100000000000003,1.35993,5.68324,740.4822,1468.3759,7236.2784,22416500.0,4.726499999999155e-08,144.423,139.725,320.52200000000005,332.44655,520.43942,192.29699999999997,0.138864,0.0007232900000000001,14.556,8.9,439.4034087860819,2.4660198903639996,9513.69949179,137582.953071,9505.951923240002,137582.953071,9.313676259900001,0.04779089287899997,0.2825937950999999,1625.745879,42982.612070999996,0.05697987383859045,557.5009749999999,1.7292159999999995e-12,2.2130895616960005,1.8487592361240003e-12,3017.814399,0.04565275,51.346923999999994,30.37649436,181.1599,0.1879,0.02371369509999999,521.9350669023999,1868.0814831599992,6215.017389189998,1983756.5855334396,14545977750000.0,2.0216477500006912e-16,19.454071,25.249375,387.928123,3350.0036335974987,477.0664804635998,144.64679099999998,0.057444841504000005,1.7501417875899997e-05,73.174864,8.19,0,0.0,3.75,13.9
861,26.871733680299997,1.9738626,662.1524700000001,1267.3351000000002,935.1675299999999,1540.3351000000002,32.860005,5.002098,8.88328,148.08,985.4055,24.804772561281197,162.85833,2.435585e-05,1.7954328000000002,1.368871125e-05,265.3158,2.5627,48.0137,18.4567,48.470299999999995,2.1260000000000003,1.338434,4.6387,721.4294400000001,1479.9100900000003,7108.9231500000005,23778098.0,5.925779999999135e-08,143.7444,140.15140000000002,330.51135100000005,330.51135100000005,512.734327,196.86290000000002,0.1467357,0.0028322200000000003,13.049499999999998,8.137500000000001,184.77726926097483,0.7310868141212401,10839.4858825591,263216.58720799,10838.695903359101,263216.58720799,18.079367509974997,0.11577904099599998,0.5841629416,3283.4644,17365.51546975,0.09926481411978891,1027.9882906111,5.888639777499999e-12,0.6271887048841599,2.5704388898484387e-12,1738.52047036,0.11223121,105.24031231000001,43.89852511,158.12291791,0.13392400000000002,0.009077767644000001,174.42013231,2941.1744772864013,14378.4450651919,2766629.288055077,31101590262396.004,1.4013149739160266e-14,133.28146864,103.58667804,1556.6627016447987,1556.6627016447987,1638.353576767072,80.02010359,0.53506495544551,7.33747274716e-05,30.57564975,1.09459375,0,0.0,3.75,4.9504
345,37.934095,2.378165,722.3249999999999,1322.595,995.325,1595.595,36.24465,5.41186,8.8915,147.96,938.29,26.088835860000003,144.415,2.31645e-05,2.18668,1.4576035e-05,285.95000000000005,2.7754999999999996,44.275,17.58,46.11,2.11,1.2991000000000001,5.205500000000001,722.7820000000002,1421.7265,7130.8565,20674000.0,1.7147999999999105e-07,154.10500000000002,146.67000000000002,325.2173,325.2173,526.7661,194.0,4900.057305,0.7300928,17.34,8.11,1604.0758347859753,3.502353317775,45986.119374999995,467538.370975,45986.119375,467538.370975,112.95071187749997,1.5209894203999994,0.8887777500000004,3756.0184,56916.295900000005,15.084902542497984,2071.052775,2.2865189749999998e-11,3.1082356976000005,3.152954303774999e-12,5847.0975,0.6470397499999999,4.499375000000001,3.4436,11.1879,0.10790000000000001,0.001093190000000002,231.34881975000002,1907.3310760000018,7203.047747750003,3087704.3109577503,46128814000000.0,1.4220932960000227e-13,710.103975,276.1311,163.7178027100002,163.7178027100002,294.8270287899995,0.0,216089438.41143766,4.795964514516159,245.8044,0.10790000000000001,0,0.0,3.75,6.67
311,38.091825,2.376285,724.2449999999999,1326.535,997.245,1599.535,36.333850000000005,5.41924,8.8899,148.23000000000002,934.4,26.093817040000005,144.815,2.3139500000000004e-05,2.18462,1.4694765000000001e-05,285.02,2.768,43.995000000000005,17.483999999999998,45.86000000000001,2.11,1.2960000000000003,5.2292000000000005,721.3030000000001,1418.6734999999999,7102.653499999999,20734000.0,1.7137999999999107e-07,154.595,147.02,327.5963,327.5963,527.1437000000001,194.31,4900.060975,0.7300955,17.42,8.11,1602.2393970143748,3.505110243775,46073.344975,467242.35877500003,46073.344975,467242.35877500003,113.10070167749996,1.5202728223999993,0.8896439900000004,3752.4571,57778.670000000006,15.074430433940805,2099.3607749999996,2.2845289750000004e-11,3.1111388556000006,4.407954149774999e-12,5980.989600000001,0.656741,11.854975000000001,4.467344000000001,17.9304,0.10790000000000001,0.001977000000000002,231.15768636,2079.7602910000023,7948.895647750002,3132502.23818775,46764334000000.0,1.422358156000023e-13,724.9509750000001,284.2896,703.6708683100004,703.6708683100004,304.64848030999946,9.5139,216089402.44681293,4.79596057327675,245.58360000000002,0.10790000000000001,0,0.0,1.0,4.0
712,37.989484648,2.4240768,740.2802789999998,1364.0993999999998,1013.282424,1637.0994,35.987893,5.3607097,8.974724999999998,154.51129999999998,917.9886,25.849979301104,141.50010000000003,2.3011719999999997e-05,2.2307878,1.45967556e-05,296.1472,2.816078,44.63349999999999,18.2223,47.5696,2.1296999999999997,1.303117,5.25104,723.03392,1421.47243,6974.6981399999995,20243652.0,1.6275749999999152e-07,154.70900000000003,147.07639999999998,325.141593,325.141593,527.042958,194.00000000000003,3704.5222524,0.55200236,17.4621,8.272699999999999,1370.9652650749647,3.2788526001017595,66759.85964255215,559256.7433196399,66758.48394100422,559256.74331964,90.79008557055096,1.1924835158259095,1.4570529243750003,5658.87927231,65959.51307003999,11.677129068028874,2305.99139999,2.57800786416e-11,2.90243572057116,3.986889597068639e-12,8744.53193216,0.716137337916,13.32277775,15.12168271,75.53035584,0.12727791,0.0028449143110000005,208.37244291839997,2587.4085934336013,9388.752844895102,3668865.1485085404,51174976942896.0,1.1716353969375203e-13,696.314919,300.57256304000003,238.52473009235118,238.52473009235118,329.1471328902353,8.077935669463161e-28,167792114.96749052,3.7240174244680695,213.80716359000002,1.4997347100000002,400,10.0,2.0,6.1
259,25.89888568,1.9099899999999999,661.6609,1236.315,934.6744,1509.3149999999998,32.58595,4.98253,8.886999999999999,144.89,993.57,24.790422869120004,163.45499999999998,2.4505e-05,1.7369800000000002,1.3704665e-05,265.24,2.5575,47.67,18.115,47.915,2.095,1.33605,3.844,724.5055000000001,1478.7455000000002,7208.380499999999,23822000.0,5.059999999999115e-08,143.815,139.945,327.7733,327.7733,512.3053000000001,196.48,0.105225,0.0025038499999999997,12.665000000000001,8.115,77.50322128703351,0.44839233990000005,11914.34781219,218565.46577500002,11913.591080639999,218565.465775,4.387397097499999,0.0350563691,0.41260600000000003,2846.0979,12191.435099999999,0.059602708880103,760.797975,3.4603749999999994e-12,0.38106859960000006,1.952753262775001e-12,1835.3424,0.09544375,76.2411,13.211775,86.607775,0.085975,0.0077988975000000006,142.866064,2448.044619750001,11827.73487975,2363900.7349697496,24425916000000.0,4.134750000000121e-15,124.34077500000001,70.511975,576.34504411,576.34504411,1049.3971979100008,70.7296,0.03349907437500001,6.574793167750001e-05,13.812775,1.001775,0,0.0,1.0,11.2607
137,26.792260390000003,1.903836,662.37985,1228.4500000000003,935.3896,1501.45,32.959680000000006,5.0058120000000015,8.8295,143.147,992.8910000000002,24.815925502079995,161.032,2.4376800000000004e-05,1.7381160000000002,1.3885736e-05,262.036,2.52857,46.76,17.644,46.717000000000006,2.091,1.32864,3.8917,724.4487000000001,1465.5208,7290.0208,23383500.0,5.4925999999990866e-08,144.73300000000003,140.91799999999998,326.89619000000005,328.22114000000005,520.9758400000001,195.59500000000003,0.531022,0.00199848,13.005999999999998,8.062,218.34806544332315,0.523103909104,11174.323082477502,212165.9775,11173.641697840001,212165.97749999998,17.2878788976,0.07040467665599999,0.34819975000000003,2519.1773909999997,15752.015119,0.1100024514198879,809.1089759999999,4.5325417599999995e-12,0.4979480545439999,1.7813956203040007e-12,1518.992704,0.0974498551,57.120400000000004,5.4312640000000005,39.152910999999996,0.09271899999999998,0.007522350400000002,183.81004111,1972.765418310001,10222.68222736,2091124.9540273596,23833897750000.0,6.4388985240002e-15,131.025711,85.225276,429.1554755838999,755.4279507003998,4767.258991094401,69.160975,21.355483441515997,5.110859488959999e-05,35.751964,0.508156,0,0.0,1.0,7.7902
106,25.4166956975,1.821462,663.3836,1200.3830000000003,936.3918500000001,1473.383,32.67745,4.99333,8.840479999999998,140.42300000000003,1000.2880000000001,24.795523094059998,162.88900000000004,2.4506100000000002e-05,1.6569050000000003,1.3977570000000001e-05,261.995,2.5347500000000003,46.321,17.4878,46.303000000000004,2.067,1.3217,2.7211399999999997,725.4618000000002,1463.9180000000001,7355.489500000001,23642600.0,4.920199999999067e-08,144.90700000000004,140.90800000000002,328.94095,328.94095,515.76973,196.077,0.09135800000000001,0.00175362,12.475,8.012,52.22281757743621,0.13405471455600004,9477.61688304,163010.98031100002,9477.5675030775,163010.98031100002,3.6561855974999995,0.02938834709999999,0.2880525696000001,2113.840071,8422.777055999999,0.04654460367514481,565.616679,2.5672527899999995e-12,0.11425857997500002,2.9862334911000006e-12,1403.190975,0.08397993749999999,60.709959,6.29497116,44.509191,0.06251100000000001,0.006063510000000003,102.5204699004,1751.7770607600012,9190.703436,1718637.0837997498,17787345240000.0,3.3120711960001013e-15,122.766351,65.503536,1026.3354045975002,1026.3354045975002,763.0736180271005,60.073071000000006,0.020174659836,4.643984689559999e-05,9.345374999999999,0.011856,0,0.0,1.0,10.94
170,31.129228462000004,2.099388,679.64314,1208.998,952.6464400000001,1481.998,34.4078,5.196470000000001,8.772899999999998,138.386,974.848,25.413613129648002,153.34799999999998,2.4094400000000004e-05,1.9225200000000002,1.4171914000000002e-05,272.86,2.62924,45.286,17.608,46.410000000000004,2.06,1.3117200000000002,2.91,730.5382,1444.4444000000003,7358.198600000001,22052960.0,1.0422199999999081e-07,148.86999999999998,143.20999999999998,323.4513,323.4513,522.16708,194.372,2352.072386,0.3508585,14.688000000000002,8.148,818.757333648533,1.9954833934560003,20753.0384887404,234627.65799600002,20752.189070126402,234627.65799600002,58.26570515999998,0.7790797490999997,0.14203059000000007,1723.433004,31320.208896,7.6660695962667145,1104.8988960000001,1.121208864e-11,1.7651554296000003,2.070770978603999e-12,2833.1604000000007,0.31605822240000003,20.052204000000003,8.562336,50.001900000000006,0.056400000000000006,0.0028138416000000003,133.20690000000002,1540.7535207600006,6149.006588640001,1893348.0171380402,25883414438400.0,7.210117671600111e-14,365.5731,148.7259,195.38758731000004,195.38758731000004,324.5604950735999,11.393616,109715755.50745888,2.4348291253027496,125.818656,1.026096,0,0.0,3.75,14.0
