,AW,D,MP,BP,AMP,ABP,S,H,HF,HV,Cs,Cm,K,TE,D.1,MV,H2,H1,M1,M2,M3,VEC,P,Eea,I1,I2,I3,C,R,Rm,Rc,A1,A2,A3,SGN,NCS,NMA,AN,SEN,∆AW,∆D,∆MP,∆BP,∆AMP,∆ABP,∆S,∆H,∆HF,∆HV,∆Cs,∆Cm,∆K,∆TE,∆D.1,∆MV,∆H2,∆H1,∆M1,∆M2,∆M3,∆VEC,∆P,∆Eea,∆I1,∆I2,∆I3,∆C,∆R,∆Rm,∆Rc,∆A1,∆A2,∆A3,∆SGN,∆NCS,∆NMA,∆AN,∆SEN,T_ex ,Ra_ex,R_ex,UTS
594,39.433218999999994,2.740946,706.93957,1230.281,979.94992,1503.281,36.77382,5.248323,9.570049999999998,140.881,903.12,25.115390891999997,144.76999999999998,2.4089e-05,2.55377,1.4034926999999999e-05,318.132,2.45442,46.638999999999996,19.740000000000002,51.49699999999999,2.086,1.3274400000000002,4.3,736.5779,1444.3392000000001,6987.2925,20711200.0,1.1521099999999224e-07,151.759,143.817,320.18779,320.18779,522.49716,194.0,14.319135,0.0032184499999999994,20.81,8.690000000000001,1645.0334939890386,5.625794221084,62120.0924103151,254502.40603899996,62114.14447759359,254502.40603899996,129.96864920759998,0.4552612486709999,10.156605497499998,1959.4828389999998,76327.0656,0.8590757319722284,1686.5971,1.5159878999999997e-11,5.327754807099999,3.3196168916709986e-12,24609.622575999998,0.022079863600000003,40.524679000000006,49.5424,285.399991,0.078604,0.008093646399999994,196.51000000000002,3856.3996615900005,13246.232803359999,3131935.2064937497,38116034560000.0,5.220813447900113e-14,519.1829189999999,215.11751099999995,308.99466221589995,308.99466221589995,168.05359913439992,0.0,2136.399216656775,0.0001011269020975,610.7238999999998,6.423900000000001,0,0.0,3.71,175.989
246,30.45513077,2.25107,621.0221,1178.385,894.0386000000001,1451.3849999999998,33.50015,5.052785,8.602749999999999,138.185,953.1050000000001,24.852643166079996,155.515,2.4883e-05,2.06746,1.378838e-05,257.135,2.46,47.33,18.395,48.559999999999995,2.1100000000000003,1.3605500000000001,5.6785,740.7779999999999,1468.9865,7241.919,22404500.0,4.728499999999155e-08,144.32500000000002,139.655,320.0462,331.97074999999995,520.3639000000001,192.23499999999999,0.13813,0.0007227500000000001,14.54,8.9,439.29485292873886,2.4655635151000004,9417.86392059,137412.39677499997,9410.129024040001,137412.396775,9.1844814775,0.04686550877499997,0.2826049374999998,1625.390775,42784.663975,0.056607246276115894,553.589775,1.7159109999999997e-12,2.2126064883999996,1.5580964656000003e-12,3001.6167749999995,0.04465,49.521100000000004,30.138975,179.5564,0.1879,0.023459197499999994,521.9776877500001,1822.5992159999994,6006.642567749998,1973416.8163389997,14459829750000.0,2.0183377500006908e-16,14.529375000000002,22.615975000000002,274.1111485599999,3247.534060937499,474.1123887899998,142.50977500000002,0.05728629310000001,1.75019449375e-05,73.1284,8.19,0,0.0,3.71,206.0
660,27.0532045488,2.116805,642.412329,1089.0523,915.4212239999999,1362.0523,33.194494,5.0370991,8.665845,128.40470000000002,977.0042000000001,24.8408240373752,156.07454,2.50886e-05,1.924203,1.3630138e-05,268.3608,2.5357,47.2475,19.5924,50.2965,2.0204,1.33261,0.0,747.49583,1468.05284,7455.70385,22415924.0,6.076069999999129e-08,144.9853,139.8529,323.528277,323.528277,523.290214,194.2346,0.2595115,0.00021032500000000003,13.200000000000001,8.644,102.06721084445553,1.9221052939749994,6715.4342081657605,11601.977764710002,6711.470386661826,11601.977764710002,4.490183703964001,0.024224164479189986,0.313457685975,90.97231791,24822.550582359996,0.04092228143738076,316.06272178840004,1.7439200399999994e-12,1.552903492791,1.7047602312060001e-12,1341.94342336,0.12367551000000002,89.38624375,141.57806224,446.08058775,0.04038384,0.0069313878999999945,0.0,1595.9461636110987,4469.409289934398,1030235.2239401774,6902472106224.001,2.4428008635510313e-14,3.1446839100000004,20.13226159,3486.6992706412716,3486.6992706412716,1434.1081368542038,5.34076284,1.8123779358677503,6.85684644375e-07,19.496999999999996,5.770264,420,25.0,50.0,302.6
158,26.952195388499998,1.8736789999999999,686.2437199999999,1213.4010000000003,959.2468700000001,1486.401,33.031229999999994,5.025942,8.878799999999998,142.145,988.6239999999999,24.847417034724,155.87299999999996,2.41816e-05,1.7115310000000001,1.4118396e-05,272.991,2.60525,45.488,17.57,46.294,2.064,1.3130299999999997,2.111,728.9481000000001,1447.828,7398.560100000001,22468800.0,6.421199999999061e-08,147.095,142.495,324.33159,324.33159,520.54539,194.65099999999998,0.11196199999999999,0.00074771,13.103999999999997,8.043,160.98819084539312,0.34593609195900005,31437.6163109616,248848.262199,31437.4534541031,248848.26219900005,5.481691787099997,0.03943036863599997,0.7756305600000003,3334.203975,20237.322623999997,0.10844433207310762,914.0128709999999,8.23338144e-12,0.311209545039,1.6035931911840006e-12,4272.866918999999,0.24023493749999997,20.609856,5.1411,26.259564,0.06590399999999999,0.0021817191000000013,70.960479,1192.4940963900008,5614.089216000001,1726509.9698379897,22345186560000.0,1.0259419056000378e-14,188.175975,98.469975,207.70600217190002,207.70600217190002,383.0170750478999,19.757199,0.053053838556,1.8364506255900003e-05,28.127183999999996,0.047151,480,28.0,50.0,273.0
659,27.0532045488,2.116805,642.412329,1089.0523,915.4212239999999,1362.0523,33.194494,5.0370991,8.665845,128.40470000000002,977.0042000000001,24.8408240373752,156.07454,2.50886e-05,1.924203,1.3630138e-05,268.3608,2.5357,47.2475,19.5924,50.2965,2.0204,1.33261,0.0,747.49583,1468.05284,7455.70385,22415924.0,6.076069999999129e-08,144.9853,139.8529,323.528277,323.528277,523.290214,194.2346,0.2595115,0.00021032500000000003,13.200000000000001,8.644,102.06721084445553,1.9221052939749994,6715.4342081657605,11601.977764710002,6711.470386661826,11601.977764710002,4.490183703964001,0.024224164479189986,0.313457685975,90.97231791,24822.550582359996,0.04092228143738076,316.06272178840004,1.7439200399999994e-12,1.552903492791,1.7047602312060001e-12,1341.94342336,0.12367551000000002,89.38624375,141.57806224,446.08058775,0.04038384,0.0069313878999999945,0.0,1595.9461636110987,4469.409289934398,1030235.2239401774,6902472106224.001,2.4428008635510313e-14,3.1446839100000004,20.13226159,3486.6992706412716,3486.6992706412716,1434.1081368542038,5.34076284,1.8123779358677503,6.85684644375e-07,19.496999999999996,5.770264,420,25.0,50.0,306.7
428,44.5802618,2.680305,765.6349999999999,1421.5849999999998,1041.365,1697.3149999999998,38.26815,5.600459999999999,9.0395,157.46,901.53,26.6406764664,137.255,2.2611500000000002e-05,2.48108,1.5086955e-05,302.94,2.8449999999999998,44.365,18.07,47.19,2.19,1.3051,7.7975,720.166,1416.5914999999998,6871.5215,19600700.0,2.2187999999999156e-07,160.56499999999997,151.32,330.9641,330.9641,596.7059,195.1,5567.079755,0.9440996,20.02,8.22,2129.6134829921384,4.541027300905249,64568.27130724999,583625.80189725,64617.60240725,583710.9478672501,154.58022912172493,1.7842561905159993,1.0343153525000006,5020.264916,84160.202509,16.691011625497552,3008.25932525,3.05096170725e-11,4.115271933263999,4.9073141046952496e-12,8628.892835999999,0.8502322499999999,6.334307250000002,5.150349,18.612860999999995,0.15186100000000002,0.0019308501000000003,315.7762538125,3274.0523195600026,12502.600956472495,4472693.622337372,66854552914900.0,1.7268549294400298e-13,1024.98696725,407.685024,254.26996007810007,254.26996007810007,128334.33258213811,26.590099999999982,234471846.80774552,5.6421892034170416,329.1876040000001,0.13728400000000013,0,0.0,1.0,218.316
223,25.047851579999996,1.8551790000000001,649.81125,1207.8,922.4144999999999,1480.3905,32.43418500000001,4.963764,8.8354,141.434,1003.5400000000001,24.732656554320002,165.131,2.4608199999999996e-05,1.685752,1.3639148e-05,259.185,2.5124400000000007,47.49849999999999,17.821499999999997,47.235499999999995,2.0799999999999996,1.333225,3.55,724.00715,1477.98485,7285.76235,24071300.0,4.4356999999990945e-08,142.7905,139.2735,327.04172,327.04172,512.8524400000001,196.189,0.2285015,0.0025268,12.296,8.038,51.55671746378951,0.2889630062759385,687.3576789976564,161368.16374,688.2071090346255,161369.81496101464,6.537126800853662,0.03283840973245601,0.31489790026,2066.450279466,4919.3296026,0.03588601544139279,490.5174682585,1.0475474991400004e-12,0.247963842787744,1.4184314168471446e-12,133.5654786625,0.009590414269599994,73.922836496625,9.145228956625001,64.586251059625,0.07611040000000002,0.007233216024062501,139.37859625000004,2163.533394000817,10757.491140233216,1970855.9665364611,18330555084465.0,1.092518235826509e-15,65.599919414625,42.35003604662499,542.3139878107623,542.3139878107623,2329.5776974254704,70.80709341850002,7.1647156395944975,6.597932218264001e-05,8.513596576,0.497641834,0,0.0,2.0,196.0
543,28.1112433168,2.2107518999999995,637.2835389999999,1091.8812999999998,910.294984,1364.8812999999998,33.502211,5.0600039,8.616914999999997,128.8415,964.654,24.854282718947204,155.27034,2.511755e-05,2.0152344,1.3595123199999999e-05,271.7296,2.5252,47.3578,19.7137,50.8656,2.0222,1.336929,0.19499999999999998,749.63206,1471.1194100000002,7380.306619999999,22296824.0,5.890609999999163e-08,145.04229999999998,139.78160000000003,321.051831,321.051831,522.034792,194.16559999999998,0.23952380000000004,0.000193804,13.6464,8.8029,173.30637848259806,2.33522232294639,6534.05533430548,29436.436610309996,6529.072541559745,29436.436610309996,11.468853721479002,0.06443800108478998,0.31788963277499993,258.62057775,32193.952284000003,0.05546227405865506,353.3003042844,3.528036997499999e-12,1.94429443865664,2.13208650202176e-12,1744.84848384,0.08756496000000001,84.69137916,120.63453231,437.4461366400001,0.04390716,0.008650618958999995,9.711974999999999,2193.2871141563987,6327.234202251896,1311433.2402381755,7678151193024.0,1.890546528279027e-14,8.76811071,41.56770144000001,2574.6021985374387,2574.6021985374387,1062.531341276736,3.78137664,1.31358545863356,4.90826749584e-07,31.479767040000002,7.16925159,350,25.0,3.0,310.0
771,25.026678087999997,1.8703786000000002,620.536666,1104.3819,893.549641,1377.3819,32.831438000000006,5.0047646,8.36646,129.5319,1128.7296000000001,24.815634972224,154.24519999999998,2.604293e-05,1.708588,1.3783994900000004e-05,254.3344,2.40926,44.0753,17.257920000000002,45.14099000000001,1.9513,1.304217,3.20399,731.7211300000001,1764.18667,7792.27804,22098500.0,4.8841799999991236e-08,146.26350000000005,139.82930000000002,320.77343200000007,320.77343200000007,511.4763700000001,195.8235,3.798397,0.001258094,12.2395,8.0348,87.03001080775857,1.0879200448620399,15042.381760924445,21627.39705239,15033.43200214112,21627.39705239,3.8365192321560007,0.024924225386840013,1.6826310683999997,242.89098239000003,342421.47488384007,0.020148127569502534,382.29847696,2.35557820151e-11,0.9238923998560002,9.263633508739898e-13,3878.2473766400003,0.2004722524,80.92622990999999,32.0087412736,221.4946428199,0.05332831,0.009642846910999998,177.7746170799,3469.5507785230993,1686118.8632893113,1496790.0675917584,9408741750000.0,1.0140477727600955e-15,38.66646775,27.651561509999997,155.17872742137598,155.17872742137598,1447.5033839831005,60.497347749999996,248.25876307979104,2.365426496716399e-05,17.71953975,5.31798896,350,16.0,3.71,215.0
929,39.2481536,2.4649,762.4052999999999,1425.57,1035.4068,1698.57,36.0407,5.34102,10.1275,160.65,904.7999999999998,25.7815153128,140.22999999999996,2.2236000000000002e-05,2.28802,1.465316e-05,305.59000000000003,2.9177,46.050000000000004,18.4,47.209999999999994,2.1900000000000004,1.317,9.692,721.753,1419.9270000000001,6813.119,19409720.0,7.730309999999992e-06,154.28,146.87,332.6734000000001,332.6734000000001,534.7180999999999,194.98999999999998,3920.6094700000003,0.5842280999999999,17.96,8.219999999999999,1518.7317915750311,3.38948195,72644.06274091,603060.6651,72643.03433776,603060.6651,116.59918250999996,1.4208018395999995,50.100368750000015,5828.5875,70018.56,13.32657593016299,2426.6771,3.7851504e-11,3.0519019596000003,4.5253969143999995e-12,11627.2019,1.12500771,102.14749999999998,15.120000000000001,57.52590000000001,0.21389999999999998,0.013130999999999997,701.5803359999999,2944.5956910000014,11252.242571,4190177.4493389996,65425402001600.0,1.8455162409938997e-09,784.9416000000001,370.1931,1614.9458684400004,1614.9458684400004,4545.58396339,31.689899999999998,176708845.47550327,3.92187876361939,236.3584,1.0716,450,16.0,1.0,386.0
661,27.0532045488,2.116805,642.412329,1089.0523,915.4212239999999,1362.0523,33.194494,5.0370991,8.665845,128.40470000000002,977.0042000000001,24.8408240373752,156.07454,2.50886e-05,1.924203,1.3630138e-05,268.3608,2.5357,47.2475,19.5924,50.2965,2.0204,1.33261,0.0,747.49583,1468.05284,7455.70385,22415924.0,6.076069999999129e-08,144.9853,139.8529,323.528277,323.528277,523.290214,194.2346,0.2595115,0.00021032500000000003,13.200000000000001,8.644,102.06721084445553,1.9221052939749994,6715.4342081657605,11601.977764710002,6711.470386661826,11601.977764710002,4.490183703964001,0.024224164479189986,0.313457685975,90.97231791,24822.550582359996,0.04092228143738076,316.06272178840004,1.7439200399999994e-12,1.552903492791,1.7047602312060001e-12,1341.94342336,0.12367551000000002,89.38624375,141.57806224,446.08058775,0.04038384,0.0069313878999999945,0.0,1595.9461636110987,4469.409289934398,1030235.2239401774,6902472106224.001,2.4428008635510313e-14,3.1446839100000004,20.13226159,3486.6992706412716,3486.6992706412716,1434.1081368542038,5.34076284,1.8123779358677503,6.85684644375e-07,19.496999999999996,5.770264,420,25.0,50.0,312.3
228,25.767473579999997,1.886811,652.03725,1219.8600000000001,924.6404999999999,1492.4505,32.670165000000004,4.9769760000000005,8.8258,142.376,998.5600000000001,24.74834583432,164.273,2.4517e-05,1.717588,1.3678706e-05,259.215,2.5048200000000005,47.4205,17.815499999999997,47.2115,2.086,1.332205,3.85,722.7795500000001,1475.52065,7252.14615,23942900.0,4.7932999999991003e-08,143.15650000000002,139.6335,327.31088,327.31088,516.8053600000001,196.189,0.5221235,0.0025922000000000002,12.583999999999998,8.038,136.22416903661653,0.4471355646544185,1504.7420458561564,182578.0677706,1505.5373623896257,182579.73380732464,15.850783901084162,0.062464323267136,0.33301974154,2187.7462359359997,8878.943289599998,0.0773348356360172,621.7040432065,2.3972060665e-12,0.4092308514493839,1.7033348268123464e-12,133.7401506625,0.019456682751399997,75.33162401962501,9.161371689625,64.79237915162501,0.081076906,0.0074570327319625025,152.15526625,2382.238779950197,11908.853495712869,2128751.774373737,21346185899385.0,3.2079781522665737e-15,89.25233251162499,64.912906266625,550.7671920760382,550.7671920760382,4977.155415883306,70.80709341850002,21.349961211823867,6.636997740874e-05,22.073408416000003,0.497641834,0,0.0,2.0,213.0
598,43.137899999999995,2.666841,748.51477,1394.15,1021.5161199999999,1667.1499999999999,37.63437,5.527523,9.12635,154.441,903.302,26.361895079999996,138.78700000000003,2.2701699999999996e-05,2.46401,1.4707720000000001e-05,301.91,2.81304,44.36000000000001,18.124000000000002,47.331,2.1479999999999997,1.2991799999999998,6.9877,719.1251,1414.0047000000002,6893.150000000001,19830720.0,2.071509999999916e-07,157.066,148.31099999999998,326.04325,326.04325,528.1084999999999,194.0,5687.034738,0.84754257,19.974,8.22,2109.92584713,4.931930051719,64840.4288799471,583017.2175,64839.5408217456,583017.2175,151.53935180309992,1.7890168254709993,3.3476181775000002,4809.576519,77471.012796,17.18506594383868,2649.5576310000006,2.8781487110000002e-11,4.4504692199,4.108794951599998e-12,11722.275899999999,0.7531725583999999,11.0924,11.690624,56.52543899999999,0.140096,0.0024179276000000013,297.99651871,2789.6055399900024,10368.284887910002,4022615.691,59128560681600.0,1.6935299219900277e-13,896.941644,350.26227900000004,233.7558495375002,233.7558495375002,361.9547977499994,0.0,246174125.95328194,5.463334934309496,397.875324,0.9955999999999999,0,0.0,1.0,203.0
165,29.458334991663,1.96441232,719.62573136,1282.971672,992.6272010600001,1555.971672,33.55814592,5.0706562680000005,8.9338842,149.61690199999998,961.56118,24.922330490294712,149.38551199999998,2.36563462e-05,1.802546314,1.441288809e-05,285.885078,2.7008645,44.986273999999995,17.802476,46.752904,2.089164,1.30579646,2.7656486000000005,725.2016622000001,1432.8016918,7227.2597676000005,21464410.8,8.55701519999909e-08,150.052976,144.692974,325.23936078,325.23936078,524.06760294,194.303738,0.16125408200000002,0.00043184953999999995,14.15268,8.079366,304.7289599969851,0.5510464463602178,56056.86465910031,386347.9456735245,56056.69055412854,386347.9456735245,10.318506352387349,0.07176006133631212,0.5630683209903604,4839.518561922397,38088.9721490076,0.21447941121122402,1565.401728497856,1.472373244574556e-11,0.5182423620510136,2.7322746728781536e-12,7870.679030933916,0.45630332763975007,10.685545596924,6.578316269424,31.702203566784,0.081213781104,0.0015070148514684013,79.58613988131806,1600.129558297092,6807.972088917815,2614799.315874754,35516770848843.36,2.0233764430697658e-14,337.884149543424,180.838909035324,202.92555554319787,202.92555554319787,337.65240440550275,9.323621227356,0.1081774071443373,8.668441639401787e-06,53.23358081760001,0.073067038044,400,20.0,3.71,288.0
881,27.0334816,2.0710592,644.8056799999999,1100.9936,917.81408,1373.9935999999998,33.212272000000006,5.0383088,8.703119999999998,130.3888,979.8591999999999,24.827017740800002,156.8832,2.498016e-05,1.8901984,1.37138608e-05,271.00800000000004,2.516,46.368,18.558400000000002,48.668800000000005,2.0128,1.3291680000000001,0.26304,746.5225600000001,1465.36912,7479.02272,22532160.0,4.724639999999118e-08,145.2224,140.15359999999998,317.90526400000005,317.90526400000005,519.560768,194.0,0.12184640000000001,0.00012878399999999998,13.1872,8.5728,115.69627954886141,1.6690431788953601,12240.4986101376,72255.39515904001,12236.7151681536,72255.39515904,4.458151638016001,0.024506290242559986,1.0703062656000002,1306.3752345599999,24280.069775359996,0.0193846357491615,200.00715775999998,3.9352863743999994e-12,1.4121713142374401,1.23182550222336e-12,2146.087936,0.039744,33.288576,37.065789439999996,211.90150656,0.02543616,0.0061087477759999955,10.741753958400004,1576.869939046399,4466.107414425597,981913.0656278015,4513029734400.0,9.068672870400742e-16,24.26893824,26.89800704,156.85200605030394,156.85200605030394,36.9822022901761,0.0,0.056851467607040004,1.2518521344000002e-08,21.75215616,5.29750016,0,0.0,20.8,455.0
334,38.249554999999994,2.374405,726.165,1330.475,999.165,1603.4750000000001,36.42305,5.426620000000001,8.8883,148.5,930.51,26.098798220000003,145.215,2.31145e-05,2.18256,1.4813495e-05,284.09000000000003,2.7605,43.715,17.387999999999998,45.61,2.11,1.2929000000000002,5.2529,719.8240000000002,1415.6204999999998,7074.4505,20794000.0,1.7127999999999106e-07,155.085,147.37,329.9753,329.9753,527.5213000000001,194.62,4900.064645,0.7300982,17.5,8.11,1600.3532017369753,3.5078601009750003,46153.19777500001,466915.29937500006,46153.19777500001,466915.299375,113.23477819749996,1.5194472955999996,0.8905051100000003,3748.75,58610.77990000001,15.063908701075237,2127.348775,2.282413975e-11,3.1140335263999996,5.634760369974999e-12,6113.151900000001,0.6663297499999999,19.053775,5.472656000000001,24.5479,0.10790000000000001,0.0028415900000000023,230.96542959000004,2247.8146240000024,8676.101929750002,3175709.34699975,47392654000000.0,1.4226228160000228e-13,739.317775,292.20310000000006,1232.3046519100005,1232.3046519100005,314.1847683099995,18.8356,216089366.48216122,4.79595663202276,245.35000000000002,0.10790000000000002,0,0.0,1.0,201.6
102,25.027287655400002,1.7855172000000001,651.6488279999999,1150.564,924.6548879999999,1423.564,32.680952999999995,4.9911562,8.77401,134.7533,1008.3295999999999,24.789449046481597,161.81749999999997,2.4709009999999997e-05,1.6236291,1.4010162799999999e-05,258.4919,2.5003999999999995,46.2621,17.25787,45.7287,2.0404,1.3186280000000001,1.7657909999999999,729.40238,1461.73735,7496.32025,23457590.0,4.4106999999990497e-08,144.627,140.7158,327.123239,327.123239,517.236225,195.5531,0.0808969,0.0013118399999999999,12.2926,8.0,38.65297590237286,0.042847994104160014,158.03536318641605,79657.51910399999,158.141330067456,79657.51910399999,4.395789121791,0.022442226801560005,0.16087551989999999,1055.0686391099998,5435.90416384,0.028131305259508518,375.50919375,1.5978981990000003e-13,0.029776152533189992,4.268922135096159e-12,90.71093438999999,0.012224839999999999,37.24120359,4.3583600631,32.87669631,0.03876784,0.004818677616000001,70.099900874319,1311.5433463356007,6739.0071299775,1074584.2492269373,11151284391899.998,8.481935100000204e-17,82.429671,44.36443036,1048.9423557588789,1048.9423557588789,604.1798690793753,45.73398039,0.013387120270390001,3.4650999814399995e-05,6.5119852400000005,0.0,0,0.0,3.71,181.5
263,25.89035368,1.9080639999999998,661.2029,1235.619,933.9434,1508.346,32.5622,4.97827,8.878139999999998,144.789,992.1610000000001,24.766129887120005,163.33499999999998,2.44777e-05,1.7351900000000002,1.3702554e-05,264.887,2.55425,47.59700000000001,18.0884,47.845000000000006,2.093,1.33443,3.84637,723.6199,1476.9895000000004,7197.827499999999,23805000.0,5.054599999999117e-08,143.719,139.83899999999997,327.69025999999997,327.69025999999997,511.82198,196.31699999999998,0.105529,0.0025040199999999996,12.661000000000001,8.107,77.69955669757752,0.4484664156759041,11946.99415762159,218585.23352583905,11946.66741803644,218585.98262828396,4.46943909116,0.03564789290709999,0.4127353705404001,2845.6486244790003,12322.307629079001,0.06046523201531696,762.134452775,3.4656549127099996e-12,0.38115367156390006,2.100329852961085e-12,1845.0011082309998,0.0960952444375,77.169116591,13.32435522544,87.371830975,0.085970351,0.007912171675100001,142.8386601609231,2466.340174313991,11939.38773663975,2368663.1024539936,24451896975000.0,4.13494098588412e-15,126.87488803900001,71.828133079,629.6910100335324,629.6910100335324,1051.6700684684804,71.56814651100001,0.033600830789159,6.57409271234396e-05,13.865778078999998,1.0018275509999999,0,0.0,1.0,233.12
282,26.956857695,2.12946,636.8942,1179.05,909.9137,1452.05,32.901700000000005,5.0054799999999995,8.759,139.01,973.9599999999999,24.79769515628,162.84999999999997,2.5005e-05,1.93853,1.34148e-05,268.07,2.5174999999999996,48.67,19.189999999999998,50.529999999999994,2.07,1.3514,2.975,736.6080000000001,1493.276,7149.565,23690000.0,4.36399999999919e-08,142.93,138.46,323.5537,323.5537,511.3669,196.17,0.13712,0.00222,13.15,8.6,94.69845834940803,1.6624363883999997,3022.678428360001,137022.3075,3019.260359310001,137022.3075,6.099994110000002,0.0406843896,0.38586899999999996,1789.3899000000001,22787.6784,0.03107476973632513,481.62750000000005,1.9098749999999995e-12,1.4097179091,2.1906496200000005e-12,1336.8651,0.00406875,91.30109999999999,41.4339,251.3091,0.0651,0.011522039999999997,117.586875,3502.871736,12355.969824,2313953.4258749997,17433900000000.002,3.6050400000012157e-17,47.28510000000001,43.208400000000005,665.0943293099998,665.0943293099998,891.5056713900009,62.5611,0.061051365600000004,5.809845e-05,18.187500000000007,5.640000000000001,0,0.0,1.0,181.194
272,27.362838807499998,2.0090696,651.1692840000001,1260.7515999999998,924.1857540000002,1533.7516,32.704514,4.9888751,8.862214999999999,147.42410000000004,981.6521,24.801690819999997,162.31470000000002,2.450116e-05,1.8297138000000002,1.369595e-05,258.78530000000006,2.5357,48.1984,18.355800000000002,48.28350000000001,2.1371,1.34986,5.87959,723.7376700000001,1480.0499800000002,7128.91059,23663190.0,5.3557299999991295e-08,143.42100000000002,139.6184,329.57841,334.692717,514.0460600000001,195.61910000000003,0.14691010000000002,0.00261626,13.2469,8.2925,218.36655811655248,0.99098345915584,12134.868361447343,235843.30129744002,12132.149829671485,235843.30129744002,6.015889303804001,0.04076614489998999,0.505137043775,3018.1760391899998,20917.021265590003,0.06828251144957953,904.29423391,2.4649866544e-12,0.86624911628956,1.976146231750001e-12,2067.85880391,0.11933801,94.50943744,42.570606360000006,145.00012775000002,0.16290359000000001,0.015152180400000001,345.87918843190005,2346.340503971101,11591.4446519996,2631957.0111388518,28006405223900.0,9.913138316710168e-15,101.494759,56.897381440000004,1527.5329642718998,2740.1293901479107,1586.2780142764007,132.94221519,0.5491357208179901,6.807697831240001e-05,36.259940390000004,2.67894375,0,0.0,2.0,200.204
880,27.0334816,2.0710592,644.8056799999999,1100.9936,917.81408,1373.9935999999998,33.212272000000006,5.0383088,8.703119999999998,130.3888,979.8591999999999,24.827017740800002,156.8832,2.498016e-05,1.8901984,1.37138608e-05,271.00800000000004,2.516,46.368,18.558400000000002,48.668800000000005,2.0128,1.3291680000000001,0.26304,746.5225600000001,1465.36912,7479.02272,22532160.0,4.724639999999118e-08,145.2224,140.15359999999998,317.90526400000005,317.90526400000005,519.560768,194.0,0.12184640000000001,0.00012878399999999998,13.1872,8.5728,115.69627954886141,1.6690431788953601,12240.4986101376,72255.39515904001,12236.7151681536,72255.39515904,4.458151638016001,0.024506290242559986,1.0703062656000002,1306.3752345599999,24280.069775359996,0.0193846357491615,200.00715775999998,3.9352863743999994e-12,1.4121713142374401,1.23182550222336e-12,2146.087936,0.039744,33.288576,37.065789439999996,211.90150656,0.02543616,0.0061087477759999955,10.741753958400004,1576.869939046399,4466.107414425597,981913.0656278015,4513029734400.0,9.068672870400742e-16,24.26893824,26.89800704,156.85200605030394,156.85200605030394,36.9822022901761,0.0,0.056851467607040004,1.2518521344000002e-08,21.75215616,5.29750016,0,0.0,20.8,474.0
159,28.30613649,1.9301310000000003,704.6294000000001,1259.3270000000002,977.6324000000001,1532.327,33.28193,5.046812,8.9335,147.27200000000002,973.578,24.88357647064,152.795,2.38851e-05,1.7665160000000002,1.4246227e-05,279.894,2.6575000000000006,45.373000000000005,17.75,46.668000000000006,2.084,1.31084,2.6901,726.2166,1441.7773000000002,7282.741300000001,22008600.0,7.527599999999081e-08,148.529,143.544,325.16738000000004,325.16738000000004,521.7531,194.62,0.137349,0.0007280999999999999,13.67,8.064,239.6182163031549,0.48347499383900017,45881.64170364,340147.920071,45881.376288240004,340147.92007099994,8.108074575099996,0.05745921265599996,0.9021677500000005,4469.234016,30000.281916000004,0.16379717971371446,1302.936975,1.201030799e-11,0.44167698574400005,2.2672072294710013e-12,6304.900764,0.35769375,20.083871000000002,6.5235,32.107776,0.082944,0.0022702944000000014,84.77327199000001,1509.7444244400008,6947.615314710001,2305782.1675843103,30857726040000.0,1.5499627824000577e-14,273.651159,144.25406400000003,234.56770313560003,234.56770313560003,426.1039707899997,18.835600000000003,0.08099731119900001,1.7500556990000002e-05,41.8651,0.065904,480,28.0,50.0,281.0
333,38.249554999999994,2.374405,726.165,1330.475,999.165,1603.4750000000001,36.42305,5.426620000000001,8.8883,148.5,930.51,26.098798220000003,145.215,2.31145e-05,2.18256,1.4813495e-05,284.09000000000003,2.7605,43.715,17.387999999999998,45.61,2.11,1.2929000000000002,5.2529,719.8240000000002,1415.6204999999998,7074.4505,20794000.0,1.7127999999999106e-07,155.085,147.37,329.9753,329.9753,527.5213000000001,194.62,4900.064645,0.7300982,17.5,8.11,1600.3532017369753,3.5078601009750003,46153.19777500001,466915.29937500006,46153.19777500001,466915.299375,113.23477819749996,1.5194472955999996,0.8905051100000003,3748.75,58610.77990000001,15.063908701075237,2127.348775,2.282413975e-11,3.1140335263999996,5.634760369974999e-12,6113.151900000001,0.6663297499999999,19.053775,5.472656000000001,24.5479,0.10790000000000001,0.0028415900000000023,230.96542959000004,2247.8146240000024,8676.101929750002,3175709.34699975,47392654000000.0,1.4226228160000228e-13,739.317775,292.20310000000006,1232.3046519100005,1232.3046519100005,314.1847683099995,18.8356,216089366.48216122,4.79595663202276,245.35000000000002,0.10790000000000002,0,0.0,1.0,189.9
